LIBELLE,SERVICE,latitude,longitude,retard_moyen
VOUGEOT GILLY LES CITEAUX,National,,,
SUEVRES,National,47.680633,1.454682,
DON SAINGHIN,National,50.551705,2.913917,
DON SAINGHIN,National,50.551472,2.913559,
LES RAMASSIERS,National,43.602519,1.352765,
ROLAMPONT,National,47.948683,5.283078,
ESTREES ST DENIS,National,49.437883,2.642715,
LANGOGNE,National,44.731984,3.858624,
LANGOGNE,National,44.732684,3.857481,
AIGREFEUILLE LE THOU,National,46.093935,-0.952084,
BEUVRY (PAS DE CALAIS),National,50.536145,2.690171,
ST MEEN,National,48.187639,-2.183296,
THUES LES BAINS,National,42.528885,2.249129,
BOURTH,National,48.765712,0.804608,
LENTILLY,National,45.821806,4.667205,
CLACY MONS,National,49.543756,3.576635,
PAUILLAC,National,45.203823,-0.755105,
ANCY SUR MOSELLE,National,49.05737,6.062762,
ANZELING,National,49.262417,6.459586,
ANZELING,National,49.262417,6.459586,
NOYON,National,49.577008,3.00667,
GRENOBLE UNIVERSITE GIERES,National,45.184968,5.784642,
GRENOBLE UNIVERSITE GIERES,National,45.184968,5.784642,
STE COLOMBE SUR SEINE,National,47.873331,4.548176,
STE COLOMBE SUR SEINE,National,47.873253,4.548045,
DAMIATTE ST PAUL,National,43.656359,1.97426,
ESVRES,National,47.284122,0.781574,
BELFORT,National,47.631133,6.854826,
BELFORT,National,47.629628,6.855519,
BELFORT,National,47.620787,6.866488,
AIGUES VIVES,National,43.726724,4.193652,
GROSLAY,National,48.9845,2.353836,
FREINVILLE SEVRAN,National,48.927406,2.518925,
ST SULPICE IZON,National,44.914123,-0.391145,
GALLARGUES,National,43.716049,4.171264,
MONTLOUIS,National,47.391003,0.816906,
MILHAUD,National,43.78862,4.303361,
NOVEANT,National,49.028166,6.052355,
AILLEVILLERS,National,47.914184,6.337179,
AILLEVILLERS,National,47.909038,6.332017,
AILLEVILLERS,National,47.90972,6.332729,
QUINCIEUX,National,45.906627,4.778865,
LILLE EUROPE,National,50.639372,3.075359,
CHECY MARDIE,National,47.896609,2.039032,
SEVERAC LE CH ATEAU,National,44.325883,3.056234,
SEVERAC LE CH ATEAU,National,44.325991,3.056474,
CORCIEUX VANEMONT,National,48.198417,6.87763,
LAIGNEVILLE,National,49.293231,2.449081,
STAINS CERISAIE TT,National,48.954687,2.391658,
TORFOU,National,47.032841,-1.093806,
LESCAR,National,43.324186,-0.436133,
AVRIGNY,National,49.391125,2.579214,
REMY,National,49.433173,2.70575,
LE MERLERAULT,National,48.70252,0.283314,
BEAULIEU LE COUDRAY,National,48.425837,1.514924,
BIFFONTAINE,National,48.205953,6.807192,
ST PIAT,National,48.542884,1.590249,
SAVONNIERES,National,47.360627,0.544098,
BREST,National,48.38793,-4.479243,6.561948051948051
LYON GORGE DE LOUP,National,45.765956,4.804525,
MOUY BURY,National,49.320546,2.32657,
HUNINGUE,National,47.594833,7.581334,
MONTGEROULT COURCELLES,National,49.080467,2.003781,
GANNES,National,49.572511,2.436802,
CH ATELLERAULT,National,46.818534,0.549511,
GANDRANGE AMNEVILLE,National,49.26088,6.135943,
PLOUHARNEL CARNAC,National,47.604321,-3.118386,
BARAQUEVILLE CARCENAC PEYRALES,National,44.270603,2.428144,
EZE,National,43.722243,7.357169,
COURBEVOIE,National,48.898145,2.248123,
CARRY LE ROUET,National,43.336684,5.153618,
ST AY,National,47.863047,1.749766,
EPERNAY,National,49.046418,3.960088,
LONGWY,National,49.513019,5.769063,
LONGWY,National,49.512593,5.769721,
HERMES BERTHECOURT,National,49.354401,2.241638,
GEVREY CHAMBERTIN,National,47.22729,4.99896,
LA FONTAINE,National,50.565155,2.92569,
VERNEUIL L ETANG,National,48.644441,2.825025,
ISSOU PORCHEVILLE,National,48.97925,1.785411,
BRETIGNY NORGES,National,47.389856,5.110284,
RETHONDES,National,49.416232,2.91014,
ETREPAGNY,National,49.302379,1.607791,
PLEUDIHEN,National,48.499406,-1.961689,
CORMEILLES EN PARISIS,National,48.968388,2.19338,
BOURGANEUF,National,45.957149,1.757249,
LE LEGUE,National,48.527194,-2.722295,
BORAN SUR OISE,National,49.167045,2.362764,
LANDEVANT,National,47.759518,-3.125638,
LA CHARTRE SUR LE LOIR,National,47.740608,0.581929,
FOS VIGUERAT,National,43.458163,4.837831,
ST AVOLD,National,49.085757,6.720846,
THUES,National,42.522907,2.222778,
DIENVILLE,National,48.347712,4.545021,
JEUMONT,National,50.296319,4.086857,
MAROEUIL,National,50.322458,2.69823,
MOULIN NEUF (OISE),National,49.161004,2.258936,
TARASCON,National,43.800625,4.657613,
TARASCON,National,43.801276,4.657792,
TARASCON,National,43.801276,4.657792,
VILLENEUVE LA COMTESSE,National,46.098715,-0.513012,
BERNAY,National,49.087039,0.595807,
CORNIL,National,45.215196,1.697799,
BIGNY,National,46.801904,2.36823,
PONTORSON MONT ST MICHEL,National,48.552432,-1.504909,
BUZY EN BEARN,National,43.148218,-0.4558389999999999,
BUZY EN BEARN,National,43.146677,-0.456819,
LA GORP,National,44.928746,-0.496373,
METZ NORD,National,49.136975,6.166701,
METZ CHAMBIERE,National,49.129332,6.184683,
MESVRES,National,46.862939,4.24471,
SIERENTZ,National,47.656155,7.459421,
SAUSSET LES PINS,National,43.332982,5.110071,
COLOMIERS LYCEE INTERNATIONAL,National,43.616455,1.314098,
RIXHEIM,National,47.751265,7.399543,
RIXHEIM,National,47.752295,7.396092,
SAULXURES,National,48.389842,7.148134,
AUTUN,National,46.954957,4.292902,
LA WANTZENAU,National,48.665345,7.825075,
INVALIDES,National,48.862995,2.313424,
PARIS NORD SOUTERRAINE,National,48.881642,2.35616,
PARIS NORD SOUTERRAINE,National,48.881642,2.35616,
MUNSTER,National,48.038162,7.134168,
FONTENAY LE COMTE,National,46.460909,-0.793036,
FONTENAY LE COMTE,National,46.462471,-0.792835,
COMBS LA VILLE QUINCY,National,48.668647,2.547042,
CH ATEAU THIERRY,National,49.037826,3.409738,
FOS SUR MER,National,43.428089,4.974723,
MAILLY LA VILLE,National,47.603926,3.674911,
WILWISHEIM,National,48.745912,7.507652,
FRANXAULT,National,47.061226,5.281346,
MAZIERES VERRUYES,National,46.533031,-0.307921,
CHAVILLE RIVE GAUCHE,National,48.804897,2.189228,
LUNEVILLE,National,48.587861,6.496866,
ST ANDRE DE CORCY,National,45.925982,4.948708,
SIORAC EN PERIGORD,National,44.819967,0.987829,
SIORAC EN PERIGORD,National,44.819967,0.987829,
SIORAC EN PERIGORD,National,44.819746,0.984429,
CUGAND,National,47.058304,-1.25346,
TERGNIER,National,49.657025,3.296029,
TERGNIER,National,49.659396,3.296711,
VAUBOYEN,National,48.759261,2.191965,
AGONAC,National,45.28659,0.748706,
CHAUMONT,National,48.111933,5.109068,
CHAUMONT,National,48.10954,5.13419,
VARENNES SUR ALLIER,National,46.315317,3.394061,
LES ESSARTS LE ROI,National,48.721906,1.890075,
BERTRICHAMPS,National,48.428345,6.791349,
RODEZ,National,44.362653,2.580265,
RODEZ,National,44.362653,2.580265,
CHEZY SUR MARNE,National,48.991935,3.364693,
VALLEROY MOINEVILLE,National,49.205088,5.934437,
RIVES,National,45.358174,5.491636,
PAULHAGUET,National,45.210403,3.500321,
LAVAL,National,48.076344,-0.760859,4.741891891891892
AUTET,National,47.541297,5.700662,
ELBEUF ST AUBIN,National,49.302768,1.010401,
PORT STE MARIE,National,44.250465,0.388546,
PORT STE MARIE,National,44.250457,0.389298,
NEUVY PAILLOUX,National,46.884642,1.866021,
ST SULPICE,National,43.77563,1.681196,
ST SULPICE,National,43.775104,1.680526,
CERBERE,National,42.442229,3.164658,
LES VALLEES,National,48.913757,2.254739,
MARBACHE,National,48.801095,6.109301,
LANNEMEZAN,National,43.114174,0.387578,
LANNEMEZAN,National,43.114038,0.387588,
LOOS EN GOHELLE,National,50.437819,2.792161,
BROONS,National,48.33337,-2.235849,
LE BRAS DE FER,National,48.623294,2.450788,
LE VALDAHON CAMP MILITAIRE,National,47.151229,6.313935,
ST LOUIS LA CHAUSSEE,National,47.609532,7.531044,
ST LOUIS LA CHAUSSEE,National,47.608061,7.533173,
SAINTES,National,45.74784,-0.617588,
SAINTES,National,45.74784,-0.617588,
CONFLANS JARNY,National,49.16608,5.878423,
CONFLANS JARNY,National,49.166662,5.868148,
CONFLANS JARNY,National,49.16651,5.868173,
TOULOUSE MATABIAU,National,43.610699,1.454396,14.78536231884058
POUGUES LES EAUX,National,47.076784,3.093935,
LA FERTE HAUTERIVE,National,46.390186,3.354438,
VILLERS COTTERETS,National,49.238342,3.099308,
VILLERS COTTERETS,National,49.249927,3.093814,
JOUE LES TOURS,National,47.354231,0.668049,
JOUE LES TOURS,National,47.354469,0.665781,
ESSONNES ROBINSON,National,48.60601,2.463531,
BLANGY SUR BRESLE,National,49.932522,1.625954,
PRUNAY,National,49.198712,4.18376,
DIGOIN,National,46.485252,3.988009,
SEVRES RIVE GAUCHE,National,48.821111,2.214822,
CINTEGABELLE,National,43.305245,1.520565,
LES CABRILS,National,43.77956,3.186192,
COLROY LUBINE,National,48.314562,7.131273,
VERBERIE,National,49.319961,2.745805,
ALBIAS,National,44.091213,1.443633,
JANVILLE,National,48.206341,1.87462,
STE LIZAIGNE,National,47.00645,2.031438,
AULNAT AEROPORT,National,45.792056,3.160985,
LA ROCHE EN BRENIL,National,47.385206,4.170158,
MASSIAC,National,45.253752,3.196485,
BARENTIN EMBRANCHEMENT,National,49.548269,0.955077,
BARENTIN EMBRANCHEMENT,National,49.549325,0.953973,
CHANTENAY ST IMBERT,National,46.728177,3.172008,
VEUVES MONTEAUX,National,47.475628,1.123861,
HIRSON,National,49.914562,4.08473,
HIRSON,National,49.914321,4.084389,
HIRSON,National,49.914297,4.084428,
VILLENEUVE SUR ALLIER,National,46.659119,3.246865,
LA CHAPELLE CENTRE,National,47.295746,-1.548428,
LA CHAPELLE CENTRE,National,47.297809,-1.548008,
COMINES,National,50.761638,3.011151,
SUCY BONNEUIL,National,48.771019,2.507811,
SUCY BONNEUIL,National,48.771615,2.507696,
EPINAY SUR ORGE,National,48.668705,2.329632,
FIGEAC,National,44.603787,2.03782,
FIGEAC,National,44.604124,2.036039,
LOURES BARBAZAN,National,43.021095,0.610529,
TACOIGNIERES RICHEBOURG,National,48.829383,1.668976,
ST MARTIN DE CRAU,National,43.622225,4.800262,
ST PIERRE DU VAUVRAY,National,49.234356,1.224615,
ST PIERRE DU VAUVRAY,National,49.234322,1.22452,
FARSCHVILLER,National,49.087988,6.908157,
ST MAIXENT L ECOLE,National,46.40649,-0.201124,
CAMBO LES BAINS,National,43.365558,-1.396682,
POITIERS,National,46.582364,0.332787,4.705866666666666
VARADES ST FLORENT LE VIEIL,National,47.374405,-1.019757,
VERREY,National,47.438934,4.669696,
BIDARRAY PONT NOBLIA,National,43.268029,-1.345006,
MARSEILLE MARITIME CANET,National,43.3313,5.367365,
LES LAUMES ALESIA,National,47.54338,4.461799,
FARBUS,National,50.357748,2.831068,
BRETTEVILLE NORREY,National,49.203258,-0.511975,
LA CHAUSSEE ST VICTOR,National,47.613178,1.35442,
MOMMENHEIM,National,48.755516,7.642683,
MOMMENHEIM,National,48.755671,7.642508,
CREUTZWALD,National,49.194739,6.673892,
HAYANGE,National,49.33058,6.073243,
HAYANGE,National,49.330594,6.073249,
GAP,National,44.563681,6.085344,
ISBERGUES,National,50.613991,2.463017,
ISBERGUES,National,50.614796,2.463232,
EINVAUX,National,48.503403,6.393119,
EPEHY,National,50.007934,3.133336,
LABEGE VILLAGE,National,43.530186,1.533298,
LABEGE VILLAGE,National,43.530481,1.532904,
BOIS LE ROI,National,48.476398,2.690552,
LEZIGNAN (AUDE),National,43.20006,2.770291,
SORGUES CH ATEAUNEUF DU PAPE,National,44.005347,4.875777,
SORGUES CH ATEAUNEUF DU PAPE,National,44.00533,4.875769,
AMIENS,National,49.889917,2.309276,
RUMINGHEM,National,50.861345,2.159589,
VERSAILLES RIVE DROITE,National,48.809607,2.135691,
PORT EDOUARD HERRIOT,National,45.728118,4.84807,
CH ATEAULIN,National,48.201428,-4.094446,
M ACON VILLE,National,46.302759,4.824546,
PARIS LA VILLETTE HEBERT,National,48.895205,2.370959,
ASCQ,National,50.621953,3.159768,
LA MOTHE ST HERAY,National,46.380936,-0.129774,
QUILLAN,National,42.873609,2.181745,
HYERES,National,43.108661,6.12424,
PONTRIEUX HALTE,National,48.698063,-3.164223,
LA RIVIERE DE MANSAC,National,45.139675,1.365438,
PIERREFITTE STAINS,National,48.964374,2.373001,
PONT PETIT,National,49.061542,2.131899,
COLOMBES,National,48.923811,2.259541,
COLOMBES,National,48.923722,2.259344,
ST NAZAIRE,National,47.286764,-2.211325,
ST NAZAIRE,National,47.286764,-2.211325,
LAMOTHE LANDERRON,National,44.562721,0.045141,
SARREINSMING,National,49.08611,7.112128,
BOURG ST MAURICE,National,45.618307,6.771512,
ROISSY AEROPORT CHARLES DE GAULLE 1,National,49.008827,2.555964,
ISSE,National,47.626839,-1.451033,
MAGALAS,National,43.467673,3.229499,
NEMOURS ST PIERRE,National,48.267828,2.68559,
CHASSE SUR RHONE,National,45.582522,4.795213,
CHASSE SUR RHONE,National,45.582681,4.795063,
MOIRANS LA GALIFETTE,National,45.323949,5.564108,
POLLIAT,National,46.244527,5.12403,
VAYRES,National,44.896621,-0.316122,
BABINIERE,National,47.258859,-1.544931,
CHARS,National,49.162612,1.936959,
DELLE,National,47.505797,7.010177,
MULHOUSE DORNACH,National,47.746898,7.308133,
CH ATILLON SUR INDRE,National,46.992142,1.171049,
CORBEIL ESSONNES,National,48.609506,2.468507,
CORBEIL ESSONNES,National,48.616815,2.474687,
CORBEIL ESSONNES,National,48.614071,2.473782,
LES DEUX JUMEAUX,National,43.369975,-1.764324,
ROSNY SUR SEINE,National,48.997392,1.630118,
MUNDOLSHEIM,National,48.644806,7.721283,
ALBERTVILLE,National,45.669166,6.372549,
ST BRICE COURCELLES,National,49.26503,3.988807,
ST OUEN DU BREUIL,National,49.64077,1.010813,
MOULINS SUR ALLIER,National,46.558742,3.338317,
MOULINS SUR ALLIER,National,46.556595,3.337996,
MOULINS SUR ALLIER,National,46.561235,3.339185,
MARSAC,National,46.094218,1.58571,
ST PIERRE LE MOUTIER,National,46.793334,3.111442,
NEAU,National,48.157538,-0.476531,
THENON,National,45.160018,1.068999,
MARLE SUR SERRE,National,49.747096,3.769776,
LILLE PORTE DE DOUAI,National,50.612077,3.075284,
MONT SUR MEURTHE,National,48.560085,6.450134,
MONT SUR MEURTHE,National,48.560085,6.450134,
BESANCON VIOTTE,National,47.247335,6.021802,
VITTEL,National,48.202635,5.942242,
BESANCON ST FERGEUX,National,47.232943,5.98122,
LIMOGES MONTJOVIS,National,45.838438,1.251597,
LIMOGES MONTJOVIS,National,45.838438,1.251597,
MONTIGNY SUR LOING,National,48.336448,2.738558,
HOUDEMONT,National,48.645181,6.179754,
PEYRILHAC ST JOUVENT,National,45.959766,1.170073,
HAGUENAU,National,48.828951,7.741946,
HAGUENAU,National,48.813269,7.782383,
HAGUENAU,National,48.810012,7.782988999999999,
HAGUENAU,National,48.813379,7.782165,
AUBIGNY SUR NERE,National,47.493114,2.436897,
BRETIGNY,National,48.605248,2.301425,
CHISSAY EN TOURAINE,National,47.334955,1.133684,
DIRINON LOPERHET,National,48.392686,-4.285642,
DIRINON LOPERHET,National,48.392762,-4.285757,
ST VIT,National,47.183648,5.808993,
GRAND QUEVILLY,National,49.411984,1.03704,
GRAND QUEVILLY,National,49.412128,1.037444,
GUDMONT,National,48.33834,5.140978,
MORTEAU,National,47.053589,6.6049,
CLERMONT LA PARDIEU,National,45.766912,3.134296,
TAMNAY CH ATILLON,National,47.053554,3.723574,
TAMNAY CH ATILLON,National,47.053493,3.723586,
TAMNAY CH ATILLON,National,47.052988,3.723485,
ST AMAND LES EAUX,National,50.445988,3.412495,
ST AMAND LES EAUX,National,50.443655,3.41812,
ST AMAND LES EAUX,National,50.44404,3.416959,
HIRSON,National,49.914562,4.08473,
HIRSON,National,49.914321,4.084389,
HIRSON,National,49.914297,4.084428,
PONTANEVAUX,National,46.213073,4.772711,
BONSON,National,45.522318,4.216361,
AIX EN PROVENCE,National,43.522714,5.44525,
VALENCAY,National,47.163082,1.5585,
FOIX,National,42.969649,1.606884,
POMPEY,National,48.773207,6.130838,
LA GUERCHE SUR L AUBOIS,National,46.947629,2.948552,
VITRE,National,48.122529,-1.212366,
SEPTEMES,National,43.403065,5.369992,
MEZY,National,49.066827,3.506037,
MEZY,National,49.066728,3.506431,
ST ETIENNE CH ATEAUCREUX,National,45.443564,4.39956,
CEINTREY,National,48.524675,6.15727,
BOULAINVILLIERS,National,48.856447,2.27522,
UR LES ESCALDES,National,42.457471,1.940467,
BAILLEUL,National,50.728887,2.734386,
PETIT CROIX,National,47.610073,6.994918,
MAREUIL SUR OURCQ,National,49.135645,3.075702,
BESLE,National,47.69932,-1.870113,
ST LOUIS LES AYGALADES,National,43.345894,5.365244,
ST GERMAIN DU PUY,National,47.096322,2.484452,
ST GERMAIN DU PUY,National,47.096447,2.484637,
SOSPEL,National,43.876483,7.45389,
MERIEL,National,49.077242,2.205014,
AIRE SUR L ADOUR,National,43.707239,-0.256344,
BRION LAIZY,National,46.90849,4.206993,
MARGUT FROMY,National,49.59071,5.257333,
BARENTIN EMBRANCHEMENT,National,49.548269,0.955077,
BARENTIN EMBRANCHEMENT,National,49.549325,0.953973,
SURDON,National,48.665015,0.134546,
SURDON,National,48.665029,0.134558,
LANGON,National,44.555467,-0.255644,
OBERHOFFEN CAMP DE HAGUENAU,National,48.789155,7.855834,
REHON,National,49.501335,5.754668,
GORGES,National,47.100299,-1.306027,
LORIENT,National,47.755121,-3.36629,
GAGNY,National,48.883287,2.526823,
ST PIERRE D AURILLAC,National,44.575219,-0.1875479999999999,
PLOUVARA PLERNEUF,National,48.50863,-2.892396,
DORMANS,National,49.079124,3.641733,
LA SUZE,National,47.892398,0.02644,
LAVAL DE CERE,National,44.951171,1.931706,
NIMES PONT DU GARD,National,,,
DESVRES,National,50.665334,1.846332,
REIMS,National,49.259468,4.024435,5.203076923076923
HESDIN,National,50.378301,2.035297,
CHABRIS,National,47.2551,1.64608,
ETAPLES LE TOUQUET,National,50.516765,1.643262,
ETAPLES LE TOUQUET,National,50.516972,1.642589,
MOIRANS,National,45.321622,5.582566,
MOIRANS,National,45.321936,5.581815,
CRISSEY,National,46.841353,4.899804,
PARIS GARE DE LYON SOUTERRAIN,National,48.844312,2.375645,
PARIS GARE DE LYON SOUTERRAIN,National,48.844142,2.373998,
LA BROHINIERE,National,48.213469,-2.110478,
ESBLY,National,48.903143,2.810622,
ESBLY,National,48.903143,2.810622,
NEVERS,National,46.98732,3.150516,
LE ROUGET,National,44.85662,2.235483,
DENAIN,National,50.334658,3.388741,
NEZEL AULNAY,National,48.938707,1.840531,
CHAVILLE RIVE DROITE,National,48.812054,2.187854,
MOLINGES,National,46.357034,5.768148,
CHAMP DE MARS TOUR EIFFEL,National,48.853826,2.287662,
CHAMP DE MARS TOUR EIFFEL,National,48.856562,2.289815,
GOXWILLER,National,48.432772,7.478786,
VILLENNES SUR SEINE,National,48.9395,1.999664,
FRANCHET D ESPEREY,National,49.24213,4.014088,
ANIZY PINON,National,49.495866,3.448685,
FLORENSAC,National,43.388703,3.434521,
AUDUN LE ROMAN,National,49.36659,5.891464,
AUDUN LE ROMAN,National,49.365812,5.902178,
COUTANCES,National,49.042672,-1.441507,
LOUROUX DE BOUBLE,National,46.224081,2.984886,
LUMES,National,49.732982,4.783241,
ST ANDRE DE CUBZAC,National,44.990997,-0.439994,
CHALLANS,National,46.843955,-1.871616,
MUTZIG,National,48.533593,7.462407,
BREIL SUR ROYA,National,43.941946,7.514374,
BREIL SUR ROYA,National,43.944432,7.516574,
PLOUIGNEAU,National,48.564582,-3.710483,
MAURECOURT,National,48.987079,2.05988,
LA FRETTE MONTIGNY,National,48.980198,2.180066,
AUREC,National,45.370913,4.198274,
PLESTAN,National,48.425538,-2.442068,
CAPDENAC,National,44.578655,2.077408,
THIVIERS,National,45.40872,0.916122,
THIVIERS,National,45.418975,0.921287,
VELARS,National,47.326634,4.927572,
CHALAIS,National,45.270765,0.043489,
SEYSSEL CORBONOD,National,45.963132,5.831263,
ENNEVELIN,National,50.549523,3.158767,
CAULNES,National,48.284391,-2.155479,
BEARD,National,46.864611,3.318263,
DARDILLY LES MOUILLES,National,45.796476,4.760077,
COURCELLES SUR NIED,National,49.063489,6.310989,
BAYONNE ALLEES MARINES,National,43.497483,-1.483773,
BAILLEAU LE PIN,National,48.36687,1.324844,
CH ATELAILLON,National,46.078537,-1.09099,
EPIERRE ST LEGER,National,45.456962,6.292374,
CHIRAC,National,44.524376,3.263899,
LA PAULINE HYERES,National,43.136797,6.035508,
FEYZIN,National,45.665776,4.852805,
BIEVRES,National,48.751233,2.215591,
QUIBERON,National,47.485604,-3.11816,
GIMONT CAHUZAC,National,43.633096,0.867584,
L ARGENTIERE LES ECRINS,National,44.790983,6.55625,
LONGPRE LES CORPS SAINTS,National,50.011299,2.00306,
LONGPRE LES CORPS SAINTS,National,50.011439,2.003192,
MOREZ,National,46.526352,6.023394,
AIX EN PROVENCE TGV,National,43.455237,5.317307,7.733766233766234
MONT DE MARSAN,National,43.884704,-0.504122,
MONT DE MARSAN,National,43.884704,-0.504121,
LYON GUILLOTIERE,National,45.74396,4.845158,
CHAUMONT EN VEXIN,National,49.26122,1.87274,
ST LOUIS,National,47.590269,7.554862,
ST LOUIS,National,47.585227,7.560749,
OBJAT,National,45.264713,1.406828,
ST AUBIN DU VIEIL EVREUX,National,48.998589,1.210704,
ST AUBIN DU VIEIL EVREUX,National,48.998338,1.210734,
ST LO,National,49.114598,-1.102947,
ST LO,National,49.116706,-1.100249,
ST SULPICE LAURIERE,National,46.048418,1.473745,
GARGENVILLE,National,48.983008,1.809192,
RANG DU FLIERS VERTON,National,50.415555,1.64845,
LES LONGEVILLES ROCHEJEAN,National,46.752548,6.304721,
SAULON,National,47.224497,5.103953,
